-183.152, 78.054, 1.678,  1.765
-183.134, 78.001, 1.684,  1.798
-183.116, 77.948, 1.688,  1.831
-183.098, 77.894, 1.692,  1.864
-183.080, 77.840, 1.695,  1.897
-183.062, 77.787, 1.698,  1.930
-183.044, 77.733, 1.700,  1.963
-183.025, 77.679, 1.704,  1.996
-183.007, 77.625, 1.708,  2.029
-182.989, 77.571, 1.712,  2.062
-182.971, 77.517, 1.718,  2.095
-182.952, 77.462, 1.724,  2.128
-182.934, 77.408, 1.730,  2.161
-182.916, 77.353, 1.737,  2.194
-182.897, 77.298, 1.744,  2.227
-182.879, 77.242, 1.750,  2.260
-182.860, 77.187, 1.757,  2.293
-182.842, 77.131, 1.763,  2.326
-182.823, 77.075, 1.768,  2.359
-182.805, 77.019, 1.774,  2.392
-182.786, 76.963, 1.779,  2.425
-182.768, 76.906, 1.784,  2.458
-182.749, 76.850, 1.789,  2.491
-182.731, 76.793, 1.794,  2.524
-182.713, 76.736, 1.799,  2.557
-182.694, 76.678, 1.804,  2.590
-182.676, 76.621, 1.810,  2.623
-182.658, 76.563, 1.816,  2.656
-182.639, 76.506, 1.822,  2.689
-182.621, 76.447, 1.828,  2.722
-182.603, 76.389, 1.834,  2.755
-182.585, 76.331, 1.840,  2.788
-182.567, 76.272, 1.846,  2.821
-182.549, 76.213, 1.852,  2.854
-182.530, 76.154, 1.858,  2.887
-182.513, 76.094, 1.864,  2.920
-182.495, 76.035, 1.869,  2.953
-182.477, 75.975, 1.875,  2.986
-182.459, 75.915, 1.881,  3.019
-182.441, 75.854, 1.887,  3.052
-182.424, 75.794, 1.893,  3.085
-182.406, 75.733, 1.899,  3.118
-182.389, 75.672, 1.905,  3.151
-182.371, 75.611, 1.911,  3.184
-182.354, 75.549, 1.917,  3.217
-182.337, 75.488, 1.923,  3.250
-182.320, 75.426, 1.929,  3.283
-182.303, 75.363, 1.935,  3.316
-182.286, 75.301, 1.942,  3.349
-182.269, 75.238, 1.948,  3.382
-182.252, 75.175, 1.954,  3.415
-182.236, 75.112, 1.961,  3.448
-182.219, 75.049, 1.967,  3.481
-182.203, 74.985, 1.973,  3.514
-182.187, 74.921, 1.979,  3.547
-182.170, 74.857, 1.986,  3.580
-182.154, 74.793, 1.992,  3.613
-182.139, 74.728, 1.998,  3.646
-182.123, 74.663, 2.005,  3.679
-182.107, 74.598, 2.011,  3.712
-182.091, 74.532, 2.018,  3.745
-182.076, 74.467, 2.024,  3.778
-182.061, 74.401, 2.031,  3.811
-182.046, 74.335, 2.037,  3.844
-182.031, 74.268, 2.044,  3.877
-182.016, 74.201, 2.051,  3.910
-182.001, 74.134, 2.057,  3.943
-181.986, 74.067, 2.064,  3.976
-181.972, 74.000, 2.070,  4.009
-181.957, 73.932, 2.077,  4.042
-181.943, 73.864, 2.084,  4.075
-181.929, 73.796, 2.091,  4.108
-181.915, 73.727, 2.097,  4.141
-181.902, 73.658, 2.104,  4.174
-181.888, 73.589, 2.111,  4.207
-181.874, 73.520, 2.117,  4.240
-181.861, 73.450, 2.124,  4.273
-181.848, 73.381, 2.131,  4.306
-181.835, 73.310, 2.138,  4.339
-181.822, 73.240, 2.145,  4.372
-181.810, 73.169, 2.153,  4.405
-181.797, 73.098, 2.160,  4.438
-181.785, 73.027, 2.167,  4.471
-181.773, 72.956, 2.174,  4.504
-181.761, 72.884, 2.181,  4.537
-181.749, 72.812, 2.188,  4.570
-181.737, 72.740, 2.195,  4.603
-181.726, 72.667, 2.202,  4.636
-181.714, 72.595, 2.209,  4.669
-181.703, 72.521, 2.216,  4.702
-181.692, 72.448, 2.223,  4.735
-181.681, 72.375, 2.231,  4.768
-181.671, 72.301, 2.238,  4.801
-181.660, 72.227, 2.245,  4.834
-181.650, 72.152, 2.253,  4.867
-181.640, 72.078, 2.260,  4.900
-181.630, 72.003, 2.267,  4.933
-181.620, 71.927, 2.275,  4.966
-181.610, 71.852, 2.282,  4.999
-181.601, 71.776, 2.290,  5.032
-181.591, 71.700, 2.297,  5.065
-181.582, 71.624, 2.305,  5.098
-181.573, 71.547, 2.312,  5.131
-181.564, 71.470, 2.320,  5.164
-181.556, 71.393, 2.328,  5.197
-181.547, 71.316, 2.335,  5.230
-181.539, 71.238, 2.343,  5.263
-181.531, 71.160, 2.350,  5.296
-181.523, 71.082, 2.358,  5.329
-181.515, 71.004, 2.366,  5.362
-181.507, 70.925, 2.374,  5.395
-181.500, 70.846, 2.381,  5.428
-181.493, 70.766, 2.389,  5.461
-181.485, 70.687, 2.397,  5.494
-181.478, 70.607, 2.405,  5.527
-181.472, 70.527, 2.412,  5.560
-181.465, 70.446, 2.420,  5.593
-181.458, 70.366, 2.428,  5.626
-181.452, 70.285, 2.436,  5.659
-181.446, 70.203, 2.444,  5.692
-181.440, 70.122, 2.453,  5.725
-181.434, 70.040, 2.461,  5.758
-181.428, 69.958, 2.469,  5.791
-181.423, 69.876, 2.477,  5.824
-181.417, 69.793, 2.485,  5.857
-181.412, 69.710, 2.493,  5.890
-181.407, 69.627, 2.501,  5.923
-181.402, 69.543, 2.509,  5.956
-181.397, 69.460, 2.518,  5.989
-181.393, 69.376, 2.526,  6.022
-181.388, 69.291, 2.534,  6.055
-181.384, 69.207, 2.542,  6.088
-181.380, 69.122, 2.551,  6.121
-181.375, 69.036, 2.559,  6.154
-181.371, 68.951, 2.568,  6.187
-181.368, 68.865, 2.576,  6.220
-181.364, 68.779, 2.585,  6.253
-181.360, 68.693, 2.593,  6.286
-181.357, 68.606, 2.602,  6.319
-181.354, 68.519, 2.610,  6.352
-181.351, 68.432, 2.619,  6.385
-181.348, 68.345, 2.627,  6.418
-181.345, 68.257, 2.636,  6.451
-181.342, 68.169, 2.644,  6.484
-181.339, 68.080, 2.653,  6.517
-181.337, 67.992, 2.662,  6.550
-181.334, 67.903, 2.671,  6.583
-181.332, 67.813, 2.679,  6.616
-181.330, 67.724, 2.688,  6.649
-181.328, 67.634, 2.697,  6.682
-181.326, 67.544, 2.706,  6.715
-181.324, 67.453, 2.715,  6.748
-181.322, 67.363, 2.724,  6.781
-181.320, 67.272, 2.733,  6.814
-181.319, 67.180, 2.742,  6.847
-181.317, 67.089, 2.751,  6.880
-181.316, 66.997, 2.760,  6.913
-181.315, 66.904, 2.769,  6.946
-181.314, 66.812, 2.778,  6.979
-181.312, 66.719, 2.787,  7.012
-181.311, 66.626, 2.796,  7.045
-181.311, 66.532, 2.805,  7.078
-181.310, 66.439, 2.814,  7.111
-181.309, 66.345, 2.824,  7.144
-181.308, 66.250, 2.833,  7.177
-181.308, 66.156, 2.842,  7.210
-181.307, 66.061, 2.852,  7.243
-181.307, 65.965, 2.861,  7.276
-181.307, 65.870, 2.871,  7.309
-181.306, 65.774, 2.880,  7.342
-181.306, 65.677, 2.890,  7.375
-181.306, 65.581, 2.899,  7.408
-181.306, 65.484, 2.909,  7.441
-181.306, 65.387, 2.918,  7.474
-181.306, 65.289, 2.928,  7.507
-181.306, 65.191, 2.938,  7.540
-181.306, 65.093, 2.947,  7.573
-181.306, 64.995, 2.957,  7.606
-181.307, 64.896, 2.967,  7.639
-181.307, 64.797, 2.976,  7.672
-181.307, 64.697, 2.986,  7.705
-181.308, 64.597, 2.996,  7.738
-181.308, 64.497, 3.006,  7.771
-181.309, 64.397, 3.015,  7.804
-181.309, 64.296, 3.025,  7.837
-181.310, 64.195, 3.035,  7.870
-181.311, 64.094, 3.046,  7.903
-181.311, 63.992, 3.056,  7.936
-181.312, 63.890, 3.066,  7.969
-181.313, 63.787, 3.076,  8.002
-181.314, 63.684, 3.087,  8.035
-181.314, 63.581, 3.097,  8.068
-181.315, 63.478, 3.107,  8.101
-181.316, 63.374, 3.117,  8.134
-181.317, 63.270, 3.127,  8.167
-181.318, 63.165, 3.137,  8.200
-181.319, 63.060, 3.148,  8.233
-181.320, 62.955, 3.158,  8.266
-181.321, 62.850, 3.169,  8.299
-181.322, 62.744, 3.179,  8.332
-181.323, 62.638, 3.189,  8.365
-181.324, 62.531, 3.200,  8.398
-181.325, 62.424, 3.211,  8.431
-181.326, 62.317, 3.221,  8.464
-181.327, 62.209, 3.232,  8.497
-181.328, 62.101, 3.242,  8.530
-181.330, 61.993, 3.253,  8.563
-181.331, 61.884, 3.264,  8.596
-181.332, 61.775, 3.275,  8.629
-181.333, 61.666, 3.286,  8.662
-181.334, 61.556, 3.297,  8.695
-181.335, 61.446, 3.307,  8.728
-181.336, 61.335, 3.318,  8.761
-181.337, 61.224, 3.329,  8.794
-181.339, 61.113, 3.340,  8.827
-181.340, 61.001, 3.351,  8.860
-181.341, 60.889, 3.362,  8.893
-181.342, 60.777, 3.373,  8.926
-181.343, 60.664, 3.384,  8.959
-181.344, 60.551, 3.395,  8.992
-181.345, 60.438, 3.406,  9.025
-181.347, 60.324, 3.417,  9.058
-181.348, 60.210, 3.429,  9.091
-181.349, 60.095, 3.440,  9.124
-181.350, 59.980, 3.451,  9.157
-181.351, 59.865, 3.463,  9.190
-181.352, 59.749, 3.474,  9.223
-181.353, 59.633, 3.486,  9.256
-181.354, 59.517, 3.497,  9.289
-181.355, 59.400, 3.509,  9.322
-181.357, 59.283, 3.520,  9.355
-181.358, 59.165, 3.532,  9.388
-181.359, 59.047, 3.544,  9.421
-181.360, 58.929, 3.555,  9.454
-181.361, 58.810, 3.567,  9.487
-181.362, 58.690, 3.579,  9.520
-181.363, 58.571, 3.591,  9.553
-181.364, 58.451, 3.603,  9.586
-181.365, 58.331, 3.615,  9.619
-181.366, 58.210, 3.626,  9.652
-181.366, 58.089, 3.638,  9.685
-181.367, 57.967, 3.650,  9.718
-181.368, 57.845, 3.662,  9.751
-181.369, 57.723, 3.674,  9.784
-181.370, 57.600, 3.687,  9.817
-181.371, 57.477, 3.699,  9.850
-181.372, 57.353, 3.711,  9.883
-181.373, 57.229, 3.723,  9.916
-181.373, 57.105, 3.736,  9.949
-181.374, 56.980, 3.748,  9.982
-181.375, 56.855, 3.760, 10.015
-181.376, 56.729, 3.773, 10.048
-181.376, 56.603, 3.785, 10.081
-181.377, 56.476, 3.798, 10.114
-181.378, 56.349, 3.810, 10.147
-181.379, 56.222, 3.823, 10.180
-181.379, 56.094, 3.835, 10.213
-181.380, 55.966, 3.848, 10.246
-181.381, 55.838, 3.861, 10.279
-181.381, 55.709, 3.874, 10.312
-181.382, 55.579, 3.887, 10.345
-181.382, 55.449, 3.900, 10.378
-181.383, 55.319, 3.913, 10.411
-181.384, 55.188, 3.925, 10.444
-181.384, 55.057, 3.938, 10.477
-181.385, 54.925, 3.951, 10.510
-181.385, 54.793, 3.964, 10.543
-181.386, 54.661, 3.976, 10.576
-181.386, 54.528, 3.989, 10.609
-181.387, 54.395, 4.002, 10.642
-181.387, 54.261, 4.015, 10.675
-181.388, 54.127, 4.028, 10.708
-181.388, 53.992, 4.041, 10.741
-181.388, 53.857, 4.054, 10.774
-181.389, 53.722, 4.068, 10.807
-181.389, 53.586, 4.081, 10.840
-181.390, 53.450, 4.094, 10.873
-181.390, 53.313, 4.108, 10.906
-181.390, 53.175, 4.121, 10.939
-181.391, 53.038, 4.135, 10.972
-181.391, 52.900, 4.148, 11.005
-181.391, 52.761, 4.162, 11.038
-181.391, 52.622, 4.175, 11.071
-181.392, 52.482, 4.189, 11.104
-181.392, 52.342, 4.203, 11.137
-181.392, 52.202, 4.216, 11.170
-181.393, 52.061, 4.230, 11.203
-181.393, 51.920, 4.244, 11.236
-181.393, 51.778, 4.258, 11.269
-181.393, 51.636, 4.272, 11.302
-181.393, 51.493, 4.286, 11.335
-181.394, 51.350, 4.300, 11.368
-181.394, 51.206, 4.314, 11.401
-181.394, 51.062, 4.328, 11.434
-181.394, 50.917, 4.342, 11.467
-181.394, 50.772, 4.356, 11.500
-181.394, 50.626, 4.371, 11.533
-181.395, 50.480, 4.385, 11.566
-181.395, 50.334, 4.399, 11.599
-181.395, 50.187, 4.413, 11.632
-181.395, 50.039, 4.428, 11.665
-181.395, 49.891, 4.442, 11.698
-181.395, 49.743, 4.457, 11.731
-181.395, 49.594, 4.472, 11.764
-181.395, 49.445, 4.486, 11.797
-181.395, 49.295, 4.501, 11.830
-181.396, 49.144, 4.516, 11.863
-181.396, 48.993, 4.531, 11.896
-181.396, 48.842, 4.545, 11.929
-181.396, 48.690, 4.560, 11.962
-181.396, 48.538, 4.575, 11.995
-181.396, 48.385, 4.590, 12.028
-181.396, 48.232, 4.605, 12.061
-181.396, 48.078, 4.620, 12.094
-181.396, 47.923, 4.635, 12.127
-181.396, 47.768, 4.650, 12.160
-181.396, 47.613, 4.666, 12.193
-181.396, 47.457, 4.681, 12.226
-181.396, 47.301, 4.696, 12.259
-181.396, 47.144, 4.711, 12.292
-181.396, 46.986, 4.727, 12.325
-181.396, 46.828, 4.742, 12.358
-181.396, 46.670, 4.758, 12.391
-181.396, 46.511, 4.773, 12.424
-181.396, 46.351, 4.789, 12.457
-181.396, 46.191, 4.805, 12.490
-181.396, 46.031, 4.820, 12.523
-181.396, 45.870, 4.836, 12.556
-181.396, 45.708, 4.852, 12.589
-181.396, 45.546, 4.868, 12.622
-181.396, 45.383, 4.884, 12.655
-181.396, 45.220, 4.900, 12.688
-181.396, 45.056, 4.916, 12.721
-181.396, 44.892, 4.932, 12.754
-181.396, 44.727, 4.948, 12.787
-181.396, 44.562, 4.964, 12.820
-181.396, 44.396, 4.980, 12.853
-181.396, 44.230, 4.997, 12.886
-181.396, 44.063, 5.013, 12.919
-181.396, 43.895, 5.030, 12.952
-181.396, 43.727, 5.046, 12.985
-181.396, 43.559, 5.063, 13.018
-181.396, 43.389, 5.079, 13.051
-181.396, 43.220, 5.096, 13.084
-181.396, 43.049, 5.111, 13.117
-181.396, 42.879, 5.117, 13.150
-181.396, 42.709, 5.104, 13.183
-181.395, 42.539, 5.087, 13.216
-181.395, 42.370, 5.077, 13.249
-181.395, 42.201, 5.073, 13.282
-181.395, 42.032, 5.078, 13.315
-181.395, 41.863, 5.090, 13.348
-181.395, 41.692, 5.110, 13.381
-181.395, 41.521, 5.138, 13.414
-181.395, 41.349, 5.173, 13.447
-181.395, 41.175, 5.213, 13.480
-181.395, 41.000, 5.258, 13.513
-181.395, 40.823, 5.304, 13.546
-181.395, 40.645, 5.351, 13.579
-181.395, 40.466, 5.395, 13.612
-181.395, 40.285, 5.434, 13.645
-181.395, 40.103, 5.466, 13.678
-181.395, 39.920, 5.491, 13.711
-181.395, 39.736, 5.508, 13.744
-181.394, 39.552, 5.519, 13.777
-181.394, 39.369, 5.525, 13.810
-181.394, 39.185, 5.526, 13.843
-181.394, 39.001, 5.525, 13.876
-181.394, 38.817, 5.524, 13.909
-181.394, 38.633, 5.524, 13.942
-181.394, 38.449, 5.526, 13.975
-181.394, 38.265, 5.531, 14.008
-181.394, 38.080, 5.540, 14.041
-181.394, 37.895, 5.553, 14.074
-181.394, 37.710, 5.571, 14.107
-181.394, 37.524, 5.592, 14.140
-181.393, 37.336, 5.618, 14.173
-181.393, 37.148, 5.647, 14.206
-181.393, 36.959, 5.678, 14.239
-181.393, 36.769, 5.710, 14.272
-181.393, 36.578, 5.743, 14.305
-181.393, 36.385, 5.775, 14.338
-181.393, 36.192, 5.805, 14.371
-181.393, 35.998, 5.832, 14.404
-181.393, 35.803, 5.856, 14.437
-181.393, 35.607, 5.877, 14.470
-181.392, 35.411, 5.894, 14.503
-181.392, 35.214, 5.909, 14.536
-181.392, 35.017, 5.921, 14.569
-181.392, 34.820, 5.932, 14.602
-181.392, 34.622, 5.942, 14.635
-181.392, 34.424, 5.952, 14.668
-181.392, 34.225, 5.963, 14.701
-181.392, 34.026, 5.976, 14.734
-181.391, 33.827, 5.991, 14.767
-181.391, 33.627, 6.007, 14.800
-181.391, 33.426, 6.027, 14.833
-181.391, 33.225, 6.048, 14.866
-181.391, 33.022, 6.071, 14.899
-181.391, 32.819, 6.096, 14.932
-181.391, 32.616, 6.122, 14.965
-181.390, 32.411, 6.149, 14.998
-181.390, 32.205, 6.176, 15.031
-181.390, 31.999, 6.202, 15.064
-181.390, 31.791, 6.228, 15.097
-181.390, 31.583, 6.252, 15.130
-181.390, 31.374, 6.275, 15.163
-181.389, 31.165, 6.296, 15.196
-181.389, 30.954, 6.315, 15.229
-181.389, 30.743, 6.334, 15.262
-181.389, 30.532, 6.351, 15.295
-181.389, 30.320, 6.367, 15.328
-181.388, 30.107, 6.384, 15.361
-181.388, 29.894, 6.400, 15.394
-181.388, 29.681, 6.417, 15.427
-181.388, 29.466, 6.435, 15.460
-181.388, 29.251, 6.454, 15.493
-181.388, 29.036, 6.475, 15.526
-181.387, 28.820, 6.496, 15.559
-181.387, 28.603, 6.519, 15.592
-181.387, 28.385, 6.542, 15.625
-181.387, 28.166, 6.567, 15.658
-181.386, 27.947, 6.592, 15.691
-181.386, 27.726, 6.617, 15.724
-181.386, 27.505, 6.642, 15.757
-181.386, 27.283, 6.667, 15.790
-181.385, 27.060, 6.691, 15.823
-181.385, 26.837, 6.715, 15.856
-181.385, 26.612, 6.737, 15.889
-181.385, 26.387, 6.759, 15.922
-181.384, 26.161, 6.779, 15.955
-181.384, 25.935, 6.799, 15.988
-181.384, 25.708, 6.819, 16.021
-181.384, 25.480, 6.838, 16.054
-181.383, 25.252, 6.858, 16.087
-181.383, 25.023, 6.878, 16.120
-181.383, 24.793, 6.898, 16.153
-181.382, 24.563, 6.919, 16.186
-181.382, 24.332, 6.941, 16.219
-181.382, 24.100, 6.964, 16.252
-181.381, 23.867, 6.988, 16.285
-181.381, 23.634, 7.012, 16.318
-181.381, 23.399, 7.037, 16.351
-181.381, 23.164, 7.062, 16.384
-181.380, 22.928, 7.087, 16.417
-181.380, 22.691, 7.112, 16.450
-181.380, 22.454, 7.137, 16.483
-181.379, 22.215, 7.162, 16.516
-181.379, 21.976, 7.186, 16.549
-181.378, 21.736, 7.210, 16.582
-181.378, 21.495, 7.233, 16.615
-181.378, 21.253, 7.256, 16.648
-181.377, 21.011, 7.279, 16.681
-181.377, 20.768, 7.302, 16.714
-181.377, 20.524, 7.324, 16.747
-181.376, 20.279, 7.347, 16.780
-181.376, 20.034, 7.370, 16.813
-181.375, 19.787, 7.393, 16.846
-181.375, 19.540, 7.417, 16.879
-181.375, 19.293, 7.441, 16.912
-181.374, 19.044, 7.465, 16.945
-181.374, 18.794, 7.490, 16.978
-181.373, 18.544, 7.514, 17.011
-181.373, 18.293, 7.540, 17.044
-181.373, 18.041, 7.565, 17.077
-181.372, 17.788, 7.590, 17.110
-181.372, 17.535, 7.615, 17.143
-181.371, 17.280, 7.641, 17.176
-181.371, 17.025, 7.666, 17.209
-181.370, 16.769, 7.691, 17.242
-181.370, 16.512, 7.716, 17.275
-181.369, 16.254, 7.741, 17.308
-181.369, 15.995, 7.766, 17.341
-181.368, 15.736, 7.791, 17.374
-181.368, 15.475, 7.816, 17.407
-181.368, 15.214, 7.841, 17.440
-181.367, 14.952, 7.867, 17.473
-181.367, 14.689, 7.892, 17.506
-181.366, 14.426, 7.918, 17.539
-181.366, 14.161, 7.943, 17.572
-181.365, 13.896, 7.969, 17.605
-181.364, 13.629, 7.995, 17.638
-181.364, 13.362, 8.022, 17.671
-181.363, 13.094, 8.048, 17.704
-181.363, 12.825, 8.074, 17.737
-181.362, 12.555, 8.101, 17.770
-181.362, 12.285, 8.128, 17.803
-181.361, 12.013, 8.154, 17.836
-181.361, 11.741, 8.181, 17.869
-181.360, 11.467, 8.208, 17.902
-181.359, 11.193, 8.235, 17.935
-181.359, 10.918, 8.262, 17.968
-181.358, 10.642, 8.289, 18.001
-181.358, 10.365, 8.316, 18.034
-181.357, 10.087, 8.344, 18.067
-181.357, 9.808, 8.371, 18.100
-181.356, 9.528, 8.398, 18.133
-181.355, 9.248, 8.425, 18.166
-181.355, 8.966, 8.453, 18.199
-181.354, 8.684, 8.481, 18.232
-181.353, 8.400, 8.508, 18.265
-181.353, 8.116, 8.536, 18.298
-181.352, 7.831, 8.564, 18.331
-181.351, 7.544, 8.592, 18.364
-181.351, 7.257, 8.620, 18.397
-181.350, 6.969, 8.648, 18.430
-181.349, 6.680, 8.676, 18.463
-181.349, 6.390, 8.705, 18.496
-181.348, 6.099, 8.733, 18.529
-181.347, 5.808, 8.762, 18.562
-181.347, 5.515, 8.791, 18.595
-181.346, 5.221, 8.819, 18.628
-181.345, 4.926, 8.848, 18.661
-181.344, 4.631, 8.877, 18.694
-181.344, 4.334, 8.906, 18.727
-181.343, 4.036, 8.935, 18.760
-181.342, 3.738, 8.964, 18.793
-181.341, 3.438, 8.994, 18.826
-181.341, 3.138, 9.023, 18.859
-181.340, 2.836, 9.053, 18.892
-181.339, 2.534, 9.082, 18.925
-181.338, 2.230, 9.112, 18.958
-181.337, 1.926, 9.142, 18.991
-181.337, 1.620, 9.172, 19.024
-181.336, 1.314, 9.202, 19.057
-181.335, 1.006, 9.232, 19.090
-181.334, 0.698, 9.262, 19.123
-181.333, 0.388, 9.292, 19.156
-181.332, 0.078, 9.322, 19.189
-181.332, -0.234, 9.353, 19.222
-181.331, -0.546, 9.383, 19.255
-181.330, -0.860, 9.414, 19.288
-181.329, -1.174, 9.445, 19.321
-181.328, -1.490, 9.476, 19.354
-181.327, -1.807, 9.507, 19.387
-181.326, -2.124, 9.538, 19.420
-181.325, -2.443, 9.569, 19.453
-181.324, -2.763, 9.600, 19.486
-181.324, -3.083, 9.631, 19.519
-181.323, -3.405, 9.663, 19.552
-181.322, -3.728, 9.694, 19.585
-181.321, -4.052, 9.726, 19.618
-181.320, -4.377, 9.757, 19.651
-181.319, -4.703, 9.789, 19.684
-181.318, -5.030, 9.821, 19.717
-181.317, -5.358, 9.853, 19.750
-181.316, -5.688, 9.886, 19.783
-181.315, -6.018, 9.918, 19.816
-181.314, -6.349, 9.950, 19.849
-181.313, -6.682, 9.983, 19.882
-181.312, -7.016, 10.015, 19.915
-181.311, -7.350, 10.048, 19.948
-181.310, -7.686, 10.081, 19.981
-181.309, -8.023, 10.114, 20.014
-181.307, -8.361, 10.147, 20.047
-181.306, -8.700, 10.180, 20.080
-181.305, -9.040, 10.213, 20.113
-181.304, -9.381, 10.246, 20.146
-181.303, -9.724, 10.280, 20.179
-181.302, -10.067, 10.313, 20.212
-181.301, -10.412, 10.347, 20.245
-181.300, -10.758, 10.381, 20.278
-181.298, -11.105, 10.415, 20.311
-181.297, -11.453, 10.449, 20.344
-181.296, -11.802, 10.483, 20.377
-181.295, -12.152, 10.517, 20.410
-181.294, -12.503, 10.551, 20.443
-181.293, -12.856, 10.585, 20.476
-181.291, -13.210, 10.620, 20.509
-181.290, -13.565, 10.654, 20.542
-181.289, -13.921, 10.689, 20.575
-181.288, -14.278, 10.724, 20.608
-181.286, -14.636, 10.759, 20.641
-181.285, -14.996, 10.794, 20.674
-181.284, -15.356, 10.829, 20.707
-181.283, -15.718, 10.864, 20.740
-181.281, -16.081, 10.900, 20.773
-181.280, -16.445, 10.935, 20.806
-181.279, -16.811, 10.971, 20.839
-181.277, -17.177, 11.006, 20.872
-181.276, -17.545, 11.042, 20.905
-181.275, -17.914, 11.078, 20.938
-181.273, -18.284, 11.114, 20.971
-181.272, -18.656, 11.150, 21.004
-181.270, -19.028, 11.187, 21.037
-181.269, -19.402, 11.223, 21.070
-181.268, -19.777, 11.259, 21.103
-181.266, -20.153, 11.296, 21.136
-181.265, -20.531, 11.333, 21.169
-181.263, -20.910, 11.370, 21.202
-181.262, -21.289, 11.407, 21.235
-181.260, -21.671, 11.444, 21.268
-181.259, -22.053, 11.481, 21.301
-181.257, -22.437, 11.519, 21.334
-181.256, -22.822, 11.556, 21.367
-181.254, -23.208, 11.594, 21.400
-181.253, -23.595, 11.632, 21.433
-181.251, -23.984, 11.670, 21.466
-181.250, -24.374, 11.709, 21.499
-181.248, -24.765, 11.747, 21.532
-181.247, -25.158, 11.786, 21.565
-181.245, -25.552, 11.825, 21.598
-181.243, -25.947, 11.864, 21.631
-181.242, -26.343, 11.903, 21.664
-181.240, -26.741, 11.942, 21.697
-181.239, -27.140, 11.982, 21.730
-181.237, -27.540, 12.021, 21.763
-181.235, -27.942, 12.061, 21.796
-181.233, -28.345, 12.101, 21.829
-181.232, -28.750, 12.140, 21.862
-181.230, -29.155, 12.180, 21.895
-181.228, -29.562, 12.221, 21.928
-181.227, -29.971, 12.261, 21.961
-181.225, -30.380, 12.301, 21.994
-181.223, -30.791, 12.342, 22.027
-181.221, -31.204, 12.382, 22.060
-181.219, -31.618, 12.423, 22.093
-181.218, -32.033, 12.464, 22.126
-181.216, -32.449, 12.505, 22.159
-181.214, -32.867, 12.546, 22.192
-181.212, -33.286, 12.587, 22.225
-181.210, -33.707, 12.628, 22.258
-181.208, -34.129, 12.669, 22.291
-181.206, -34.552, 12.711, 22.324
-181.205, -34.977, 12.753, 22.357
-181.203, -35.403, 12.794, 22.390
-181.201, -35.831, 12.836, 22.423
-181.199, -36.260, 12.878, 22.456
-181.197, -36.690, 12.921, 22.489
-181.195, -37.122, 12.963, 22.522
-181.193, -37.555, 13.005, 22.555
-181.191, -37.990, 13.048, 22.588
-181.189, -38.426, 13.091, 22.621
-181.187, -38.863, 13.134, 22.654
-181.185, -39.302, 13.177, 22.687
-181.183, -39.742, 13.220, 22.720
-181.180, -40.184, 13.263, 22.753
-181.178, -40.627, 13.307, 22.786
-181.176, -41.072, 13.351, 22.819
-181.174, -41.518, 13.394, 22.852
-181.172, -41.966, 13.438, 22.885
-181.170, -42.415, 13.482, 22.918
-181.168, -42.865, 13.527, 22.951
-181.165, -43.317, 13.571, 22.984
-181.163, -43.771, 13.616, 23.017
-181.161, -44.226, 13.660, 23.050
